ID,Carriera Triennale,Scuola Triennale,CDS Triennale,Maturità,Carriera Magistrale,Scuola Magistrale,CDS Magistrale
99679010,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,CLASSICA,#N/D,,
99678044,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA
99672963,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,ARTE APPLICATA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99679442,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99672526,ATTIVO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,SCIENTIFICA,#N/D,,
99675027,DECADUTO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99621322,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99605790,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE,SCIENTIFICA,#N/D,,
99671284,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA (ON LINE),SCIENTIFICA,#N/D,,
99678102,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99813663,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA (ON LINE),SCIENTIFICA,#N/D,,
99988097,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99655061,ATTIVO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99803255,DECADUTO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,CLASSICA,#N/D,,
99625183,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,SCIENTIFICA,#N/D,,
99672268,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,#N/D,,
99617127,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA IND/LE - TELECOMUNICAZIONI,#N/D,,
99673914,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99595224,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE,CLASSICA,#N/D,,
99719366,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA (ON LINE),SCIENTIFICA,#N/D,,
99609183,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
99608225,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99655248,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,CLASSICA,#N/D,,
99622281,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99691524,DECADUTO,Arc - Urb - Cost,URBANISTICA,SCIENTIFICA,#N/D,,
99676795,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
99600786,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,TECNICA PER GEOMETRI,#N/D,,
99595916,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99596844,RINUNCIA AGLI STUDI,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99696881,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,TECNICA PER GEOMETRI,#N/D,,
99689562,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99662850,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA FISICA,SCIENTIFICA,#N/D,,
99595174,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99619880,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99624798,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,SCIENTIFICA,#N/D,,
99691268,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENTIFICA,#N/D,,
99611254,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,CLASSICA,#N/D,,
99619150,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENTIFICA,#N/D,,
99595365,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99618533,CONGEDATO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99672521,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99621440,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99737305,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99672394,DECADUTO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,SCIENTIFICA,#N/D,,
99625743,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE,CLASSICA,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE
99674683,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,RAGIONIERE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99678557,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99613178,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
99722514,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,LINGUISTICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE
99672623,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,LINGUISTICA,#N/D,,
99690593,ATTIVO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,#N/D,,
99594479,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99689178,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,CLASSICA,#N/D,,
99677363,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99678442,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99672215,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99895638,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99660752,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE
99662898,CONGEDATO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99694223,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99625934,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,RINUNCIA AGLI STUDI,Arc - Urb - Cost,ARCHITETTURA
99594869,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,#N/D,,
99594833,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99662139,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
99662100,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99679043,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99800797,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DEI MATERIALI,SCIENTIFICA,#N/D,,
99672597,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,CLASSICA,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO PER L'INNOVAZIONE
99689503,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,CLASSICA,#N/D,,
99680788,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99662173,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,#N/D,,
99679399,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99621961,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,CLASSICA,TITOLO CONSEGUITO,Des,INTERIOR DESIGN
99625411,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99620107,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99679951,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA
99637602,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99678277,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99612310,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
99679405,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA
99593356,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99660366,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99662668,CONGEDATO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99617490,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,LINGUISTICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99676962,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99654826,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,TECNICA INDUSTRIALE,#N/D,,
99932390,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99591740,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99655818,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA GESTIONALE,TECNICA INDUSTRIALE,#N/D,,
99707556,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA
99676736,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99592041,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99691509,DECADUTO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,CLASSICA,#N/D,,
99694722,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,CLASSICA,#N/D,,
99612169,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99660871,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,SCIENTIFICA,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO
99679208,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE,CLASSICA,TITOLO CONSEGUITO,Ing Ind - Inf,MATERIALS ENGINEERING AND NANOTECHNOLOGY
99679391,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AERONAUTICA
99620466,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99809427,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99687364,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,CLASSICA,#N/D,,
99623808,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99625567,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99621068,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99689387,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99661921,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,CLASSICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA
99620464,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99612167,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99599629,RINUNCIA AGLI STUDI,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,MAGISTRALE,#N/D,,
99621400,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA
99661310,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99679706,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99694578,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,CLASSICA,#N/D,,
99656153,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,SCIENTIFICA,#N/D,,
99622786,CONGEDATO,Des,DESIGN DELLA COMUNICAZIONE,SCIENTIFICA,#N/D,,
99662635,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE
99658283,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99621114,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99595805,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99604744,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99676395,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99694810,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99709211,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA FISICA,SCIENTIFICA,#N/D,,
99689778,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99620011,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,SCIENZE SOCIALI,#N/D,,
99606581,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SOCIO-PSICO-PEDAGOGICO,#N/D,,
99593088,DECADUTO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99594464,DECADUTO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99677093,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99679351,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DEI SISTEMI EDILIZI
99617293,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99622011,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA FISICA,LINGUISTICA,#N/D,,
99672142,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,TECNICA INDUSTRIALE,#N/D,,
99618751,RINUNCIA AGLI STUDI,Des,DESIGN DELLA COMUNICAZIONE,CLASSICA,#N/D,,
99673992,CONGEDATO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99737604,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA EDILE,TECNICA PER GEOMETRI,#N/D,,
99598215,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,CLASSICA,#N/D,,
99679056,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,TECNICA INDUSTRIALE,#N/D,,
99676342,DECADUTO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99735751,RINUNCIA AGLI STUDI,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,TECNICA INDUSTRIALE,#N/D,,
99594346,DECADUTO,Des,DESIGN DELLA MODA,SCIENTIFICA,#N/D,,
99663302,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE,SCIENTIFICA,#N/D,,
99593329,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,TECNICA IND/LE - ELETTROTECNICA,#N/D,,
99673698,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,CLASSICA,#N/D,,
99734584,CONGEDATO,Ing Ind - Inf,INGEGNERIA ELETTRICA,SCIENTIFICA,#N/D,,
99674734,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99723258,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,SCIENTIFICA,#N/D,,
99618412,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99678448,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,DECADUTO,Ing - Civ,INGEGNERIA CIVILE
99674805,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99619200,CONGEDATO,Ing Ind - Inf,INGEGNERIA GESTIONALE,PROFESSIONALE (QUINQUENNALE),#N/D,,
99678603,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE
99689985,DECADUTO,Des,DESIGN DELLA COMUNICAZIONE,ARTE APPLICATA,#N/D,,
99625348,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA
99675153,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,TECNICA INDUSTRIALE,#N/D,,
99677988,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,CLASSICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99812804,DECADUTO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99678621,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE
99661165,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99804483,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99740639,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA COMMERCIALE,#N/D,,
99692264,ATTIVO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99691177,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,CLASSICA,#N/D,,
99626815,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99625448,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99597497,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,SCIENTIFICA,#N/D,,
99654660,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE
99625652,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99595344,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,CLASSICA,#N/D,,
99654663,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA SPAZIALE
99678403,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE
99676408,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99596311,TITOLO CONSEGUITO,Arc - Urb - Cost,URBANISTICA,CLASSICA,#N/D,,
99597850,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,ARTE APPLICATA,#N/D,,
99693256,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99655948,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,CLASSICA,#N/D,,
99593962,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA IND/LE - ELETTROTECNICA,#N/D,,
99672332,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,ARTE APPLICATA,ATTIVO,Des,PRODUCT SERVICE SYSTEM DESIGN
99617561,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MATEMATICA
99606203,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99691900,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99660431,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99674062,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99621033,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA COMMERCIALE,#N/D,,
99723035,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,CLASSICA,#N/D,,
99622781,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99724696,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99674746,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99608064,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99608087,CONGEDATO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99597494,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99656229,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
